,text,response,label
1347,A creative experiment for testing friendliness at different schools is ask kids from your school how friendly they think the people are there and compare it to other close schools,ask kids from your school how friendly they think the people are there and compare it to other close schools,0.4544455
1348,A creative research question for a jungle containing no human life is is it safe to explore this jungle?,is it safe to explore this jungle?,0.466184
1349,"A creative experiment for testing mind-reading abilities is take them into a public place and ask the read random people's minds, then go up to the person afterwards and ask them what they had just been thinking about","take them into a public place and ask the read random people's minds, then go up to the person afterwards and ask them what they had just been thinking about",0.14542043
1350,A creative research question for a new planet outside of our galaxy is how much time does it take to get to this planet from earth?,How much time does it take to get to this planet from Earth?,0.42637166
1351,A creative experiment for testing mind-reading abilities is we can set up a experimental meeting with some unknown group,We can set up a experimental meeting with some unknown group,0.26798615
1352,A creative hypothesis for why dogs like one friend and cats like another is cats and dogs like different smelling people,Cats and dogs like different smelling people,0.49813467
1353,A creative experiment for testing friendliness at different schools is send it to both schools and make sure both surveys are the same ,send it to both schools and make sure both surveys are the same ,0.24528363
1354,"A creative experiment for testing friendliness at different schools is create a control group of individuals who could be perceived as 'nice', then make them be mean","create a control group of individuals who could be perceived as 'nice', then make them be mean",0.35092863
1355,A creative experiment for testing mind-reading abilities is ask the cousin to read the mind of a random passerby and approach them to see if the answer was correct,Ask the cousin to read the mind of a random passerby and approach them to see if the answer was correct,0.41033193
1356,A creative research question for an unexplored part of the ocean floor is are there any shipwrecks or plants that will be hard to drive around?,are there any shipwrecks or plants that will be hard to drive around?,0.59059125
1357,A creative hypothesis for why water is warmer in one lake than another is one lake has been treated with chemicals to make it warmer,One lake has been treated with chemicals to make it warmer,0.67506903
1358,A creative hypothesis for why water is warmer in one lake than another is the lake that is warmer is tilted more towards the sun than the cold one making it recieve more direct sunlight,the lake that is warmer is tilted more towards the sun than the cold one making it recieve more direct sunlight,0.67506903
1359,A creative research question for an unexplored part of the ocean floor is what is it made out of,what is it made out of,0.30731547
1360,A creative research question for a remote island with nonverbal communication is can these people communicate through their minds,can these people communicate through their minds,0.7266209
1361,A creative hypothesis for why students sing in hallways at a new school is i'm on the set of high school musical,i'm on the set of high school musical,0.74859583
1362,A creative research question for a jungle containing no human life is what is the average temperature here?,What is the average temperature here?,0.44160655
1363,A creative research question for a new planet outside of our galaxy is is it possible to live there?,Is it possible to live there?,0.48297718
1364,A creative hypothesis for why there are massive holds in a field is these hole are the result of harvesting soil for sale,these hole are the result of harvesting soil for sale,0.4932659
1365,A creative hypothesis for why stars disappear from the sky is the thickness of the atmosphere is changing,the thickness of the atmosphere is changing,0.61229795
1366,A creative experiment for testing bird's understanding of human speech is threaten them and see if they respond,threaten them and see if they respond,0.6529012
1367,"A creative research question for a jungle containing no human life is how have we never discovered this, could humans live  here, what types of species exist here,","how have we never discovered this, could humans live  here, what types of species exist here,",0.48653457
1368,A creative experiment for testing if animals have a sense of humor is think about their personalities and brainstorm things that they might find humorous and do those acts,think about their personalities and brainstorm things that they might find humorous and do those acts,0.3712218
1369,A creative research question for a new planet outside of our galaxy is is transport from earth to the new planet easily achev,is transport from earth to the new planet easily achev,0.7980051
1370,A creative research question for a jungle containing no human life is are there any new animals in the jungle?,are there any new animals in the jungle?,0.37383145
1371,A creative experiment for testing mind-reading abilities is ask the waitress what their favorite dish is at the restaurant,ask the waitress what their favorite dish is at the restaurant,0.46179873
1372,A creative research question for a remote island with nonverbal communication is how advanced are they,How advanced are they,0.6028611
1373,A creative hypothesis for why stars disappear from the sky is the stars are actually airplanes and their just drifting by. o think this because planes often get mistaken for stars.,the stars are actually airplanes and their just drifting by. o think this because planes often get mistaken for stars.,0.6060079
1374,A creative hypothesis for why water is warmer in one lake than another is are there more fish in one of the lakes,are there more fish in one of the lakes,0.40919104
1375,A creative research question for a new planet outside of our galaxy is is carbon present,Is carbon present,0.42637166
1376,A creative experiment for testing if animals have a sense of humor is animals can be put to test with a bunch of physical jokes that have different sense of humor,animals can be put to test with a bunch of physical jokes that have different sense of humor,0.4625096
1377,A creative hypothesis for why students sing in hallways at a new school is do they perform better when they sing in the hallways,do they perform better when they sing in the hallways,0.6298836
1378,A creative experiment for testing bird's understanding of human speech is track the common conversations between individuals to see if anything has relation to the survival of birds,track the common conversations between individuals to see if anything has relation to the survival of birds,0.42225713
1379,A creative research question for an unexplored part of the ocean floor is what species are present?,what species are present?,0.37383145
1380,A creative research question for a jungle containing no human life is what organisms exist here?,What organisms exist here?,0.41275284
1381,A creative research question for a jungle containing no human life is is there any evidence of humans ever living in this jungle?,is there any evidence of humans ever living in this jungle?,0.35092863
1382,A creative hypothesis for why dogs like one friend and cats like another is the animals connect with the friend that has a similar personality as them,the animals connect with the friend that has a similar personality as them,0.44968757
1383,A creative experiment for testing bird's understanding of human speech is put a group of birds with a human and see if theyre able to understand them,put a group of birds with a human and see if theyre able to understand them,0.2713057
1384,"A creative hypothesis for why dogs like one friend and cats like another is the dog prefers the more energetic, extroverted friend and the cat prefers the friend that is more of a loner","the dog prefers the more energetic, extroverted friend and the cat prefers the friend that is more of a loner",0.7633324
1385,A creative research question for a remote island with nonverbal communication is how do outside stimuli affect their moods?,how do outside stimuli affect their moods?,0.5268435
1386,A creative research question for a new planet outside of our galaxy is is it habitable?,Is it habitable?,0.42637166
1387,A creative research question for an unexplored part of the ocean floor is was this part of the ocean floor ever located higher up or even above sea level? are there fossils we can use to prove this?,was this part of the ocean floor ever located higher up or even above sea level? are there fossils we can use to prove this?,0.90809333
1388,"A creative hypothesis for why water is warmer in one lake than another is given the answers to the two previous questions, the next likely reason would be what feeds the lakes. the colder one could be fed by a glacier and the warmer one could be fed by a shallow river","given the answers to the two previous questions, the next likely reason would be what feeds the lakes. the colder one could be fed by a glacier and the warmer one could be fed by a shallow river",0.7227472
1389,A creative hypothesis for why dogs like one friend and cats like another is if cats prefer friend 2 than friend 2 is more open than friend 1,if cats prefer friend 2 than friend 2 is more open than friend 1,0.48406622
1390,"A creative hypothesis for why stars disappear from the sky is if stars are disappearing one by one from the sky, then clouds must be slowly approaching them","if stars are disappearing one by one from the sky, then clouds must be slowly approaching them",0.4002797
1391,A creative hypothesis for why students sing in hallways at a new school is you are let out of class at the same time the choral kids are so it seems like there is more singing even though there really isn't.,you are let out of class at the same time the choral kids are so it seems like there is more singing even though there really isn't.,0.66328096
1392,A creative research question for a new planet outside of our galaxy is how will i get to this new planet,How will I get to this new planet,0.43236804
1393,"A creative hypothesis for why water is warmer in one lake than another is the water in lake one is warmer than the water in lake two because, unlike lake one, lake two is surrounded by trees which provide shade from the sun.","The water in lake one is warmer than the water in lake two because, unlike lake one, lake two is surrounded by trees which provide shade from the sun.",0.48461917
1394,A creative experiment for testing friendliness at different schools is survey students and ask them to rate on a scale of 1 to 5 how judgemental they believe others in the school are. compare these results to the results of the same procedure at other schools,Survey students and ask them to rate on a scale of 1 to 5 how judgemental they believe others in the school are. Compare these results to the results of the same procedure at other schools,0.4424559
1395,A creative research question for a jungle containing no human life is how to survive here,how to survive here,0.36754957
1396,A creative experiment for testing bird's understanding of human speech is compare birds that can talk or repeat with talks that talk and analyze wht make them different anatomically,compare birds that can talk or repeat with talks that talk and analyze wht make them different anatomically,0.48400584
1397,A creative experiment for testing if animals have a sense of humor is humans can be pushed to engage in animal environments where they respond the same way as most animals do,humans can be pushed to engage in animal environments where they respond the same way as most animals do,0.24251492
1398,A creative experiment for testing mind-reading abilities is morally wrong but read the minds of unsuspected people,morally wrong but read the minds of unsuspected people,0.41033193
1399,"A creative experiment for testing if animals have a sense of humor is sit down with some animals and tell them some jokes, record how they respond to these jokes","sit down with some animals and tell them some jokes, record how they respond to these jokes",0.46179873
1400,A creative hypothesis for why there are massive holds in a field is these holes may have been dug by looters looking for treasure with metal detectors.,these holes may have been dug by looters looking for treasure with metal detectors.,0.4932659
1401,A creative hypothesis for why stars disappear from the sky is something about the star lifespan in space is changing,Something about the star lifespan in space is changing,0.7167802
1402,A creative hypothesis for why water is warmer in one lake than another is is this water filled with more people,Is this water filled with more people,0.30847967
1403,A creative hypothesis for why stars disappear from the sky is they just seem dim it doesn't mean they are disappearing,they just seem dim it doesn't mean they are disappearing,0.2105981
1404,A creative research question for a new planet outside of our galaxy is is there life on this planet,is there life on this planet,0.297682
1405,A creative research question for a jungle containing no human life is are there frogs in this jungle?,Are there frogs in this jungle?,0.33485132
1406,A creative experiment for testing effects of water and sunlight on flower growth is grow a flower with everything except water and sunlight,grow a flower with everything except water and sunlight,0.4710773
1407,A creative research question for a new planet outside of our galaxy is can the planet sustain human life,can the planet sustain human life,0.48297718
1408,A creative hypothesis for why students sing in hallways at a new school is morale is higher,Morale is higher,0.46356574
1409,A creative research question for a robot that can learn and think like humans is what ways can it benefit humanity?,what ways can it benefit humanity?,0.44973877
1410,A creative experiment for testing mind-reading abilities is go watch one of those newlywed gameshows in person where they write down their answers and what they think the other person will say and have him predict what is written down before they reveal the answer,Go watch one of those newlywed gameshows in person where they write down their answers and what they think the other person will say and have him predict what is written down before they reveal the answer,0.67287916
1411,A creative research question for a jungle containing no human life is is there plenty of oxygen?,Is there plenty of oxygen?,0.55499095
1412,A creative research question for a jungle containing no human life is is the quality of the atmosphere more sufficient for humans to live with than the one we already live in?,is the quality of the atmosphere more sufficient for humans to live with than the one we already live in?,0.6930145
1413,A creative hypothesis for why there are massive holds in a field is alien invasion,alien invasion,0.62003696
1414,A creative research question for a jungle containing no human life is what continent is it on?,What continent is it on?,0.33485132
1415,A creative hypothesis for why water is warmer in one lake than another is there is more water in one lake,there is more water in one lake,0.48406622
1416,A creative research question for a jungle containing no human life is how old is the plant life?,How old is the plant life?,0.50911164
1417,A creative hypothesis for why dogs like one friend and cats like another is seeing if they have a history with animals,seeing if they have a history with animals,0.43388668
1418,A creative research question for an unexplored part of the ocean floor is is the temperature hot or cold,Is the temperature hot or cold,0.43994322
1419,"A creative hypothesis for why students sing in hallways at a new school is if i start  to sing in the hallway, a teacher will not tell me to quiet down","if I start  to sing in the hallway, a teacher will not tell me to quiet down",0.4122954
1420,A creative hypothesis for why stars disappear from the sky is if the amount of stars decreases then the amount of green house gases must be starting it impact more of the atmosphere then just the ozone layer,if the amount of stars decreases then the amount of green house gases must be starting it impact more of the atmosphere then just the ozone layer,0.69165725
1421,A creative experiment for testing if animals have a sense of humor is tell them a joke,tell them a joke,0.36201036
1422,A creative experiment for testing if animals have a sense of humor is gather three of the same animal and reserve one as the control animal. put the other two animals in situations where you suspect they have a sense of humor and provide the same stimulus to the two animals. do not provide stimulus to the control animal and note the differences in behavior,gather three of the same animal and reserve one as the control animal. put the other two animals in situations where you suspect they have a sense of humor and provide the same stimulus to the two animals. do not provide stimulus to the control animal and note the differences in behavior,0.57049
1423,A creative hypothesis for why stars disappear from the sky is that the stars are burning out,That the stars are burning out,0.42712927
1424,A creative research question for a jungle containing no human life is are there any animals/plants that were once thought to be extinct living here?,are there any animals/plants that were once thought to be extinct living here?,0.8085459
1425,A creative experiment for testing if animals have a sense of humor is putt two animals together and see if they laugh,putt two animals together and see if they laugh,0.35092863
1426,A creative hypothesis for why students sing in hallways at a new school is the new school might advocate for students to be involved in the school band or music clubs unlike the old school,the new school might advocate for students to be involved in the school band or music clubs unlike the old school,0.62003696
1427,A creative experiment for testing bird's understanding of human speech is talk about something birds would be interested in and see how they react,talk about something birds would be interested in and see how they react,0.3712218
1428,A creative hypothesis for why dogs like one friend and cats like another is the friends treat the certain pet better so the certain pet will like them more,The friends treat the certain pet better so the certain pet will like them more,0.5493079
1429,A creative hypothesis for why dogs like one friend and cats like another is dogs and cats like people with different levels of affection.,dogs and cats like people with different levels of affection.,0.5656477
1430,A creative experiment for testing if animals have a sense of humor is studies where they do things,studies where they do things,0.24251492
1431,A creative experiment for testing bird's understanding of human speech is say something that is important to a bird and see if it responds,say something that is important to a bird and see if it responds,0.3712218
1432,"A creative hypothesis for why students sing in hallways at a new school is the kids are more social, and have grown up in a more social environment, and so they are more comfortable singing in the hallways and enjoying themselves, where as the last school might have been less social, and more closed off.","the kids are more social, and have grown up in a more social environment, and so they are more comfortable singing in the hallways and enjoying themselves, where as the last school might have been less social, and more closed off.",0.66764003
1433,A creative research question for a jungle containing no human life is is there a reason at to why there is no human life,is there a reason at to why there is no human life,0.5964251
1434,"A creative research question for a new planet outside of our galaxy is if the atmosphere is similar in composition, how much has human life destroyed our atmosphere?","If the atmosphere is similar in composition, how much has human life destroyed our atmosphere?",0.8634471
1435,A creative hypothesis for why dogs like one friend and cats like another is dogs and cats have different ways of sensing who they like and who they don't,dogs and cats have different ways of sensing who they like and who they don't,0.47910208
1436,"A creative hypothesis for why water is warmer in one lake than another is maybe one lake took longer to thaw out after the winter because of the amount of water in it, so one lake just melted while the other has been thawed out and warming up for a while","maybe one lake took longer to thaw out after the winter because of the amount of water in it, so one lake just melted while the other has been thawed out and warming up for a while",0.69165725
1437,A creative experiment for testing bird's understanding of human speech is ask if the birds want food,ask if the birds want food,0.6620261
1438,A creative hypothesis for why stars disappear from the sky is it is possible that a meteorite is flying past the earth.,it is possible that a meteorite is flying past the earth.,0.4932659
1439,A creative research question for a new planet outside of our galaxy is does this planet have oxygen?,does this planet have oxygen?,0.51901877
1440,A creative research question for a remote island with nonverbal communication is how did they find this area?,how did they find this area?,0.2691182
1441,A creative research question for a jungle containing no human life is what types of plants grow here?,What types of plants grow here?,0.33485132
1442,A creative hypothesis for why water is warmer in one lake than another is animals differ in each lake,animals differ in each lake,0.30847967
1443,A creative research question for a remote island with nonverbal communication is are they deaf or hard of hearing,are they deaf or hard of hearing,0.31759346
1444,"A creative research question for an unexplored part of the ocean floor is what plants exist here, do they have medicinal value","what plants exist here, do they have medicinal value",0.63610524
1445,A creative experiment for testing if animals have a sense of humor is try and make an animal laugh,try and make an animal laugh,0.36201036
1446,A creative hypothesis for why dogs like one friend and cats like another is the dog and cat like whichever friend they saw first,The dog and cat like whichever friend they saw first,0.6169132
1447,A creative hypothesis for why dogs like one friend and cats like another is one friend dislikes dogs and the dog can sense it,one friend dislikes dogs and the dog can sense it,0.5493079
1448,A creative research question for a new planet outside of our galaxy is can plants survive?,Can plants survive?,0.41275284
1449,A creative research question for an unexplored part of the ocean floor is what is the surface like compared to the parts of the ocean floor already explored?,what is the surface like compared to the parts of the ocean floor already explored?,0.57049
1450,A creative research question for a jungle containing no human life is how is this jungle beneficial to the world,How is this jungle beneficial to the world,0.6279536
1451,A creative hypothesis for why water is warmer in one lake than another is is there a geyser under one?,is there a geyser under one?,0.7032214
1452,"A creative hypothesis for why water is warmer in one lake than another is the water in one lake is warmer due to it being less deep, meaning the sunlight can warm it faster","the water in one lake is warmer due to it being less deep, meaning the sunlight can warm it faster",0.4002797
1453,A creative research question for a jungle containing no human life is what species can be a danger to human life,what species can be a danger to human life,0.5964251
1454,"A creative experiment for testing friendliness at different schools is you could conduct a group activity where different groups are given different activities, and is a competition","you could conduct a group activity where different groups are given different activities, and is a competition",0.7274317
1455,A creative research question for a jungle containing no human life is will there ever be human life,Will there ever be human life,0.43553546
1456,A creative research question for a new planet outside of our galaxy is is there life there?,is there life there?,0.2519095
1457,A creative research question for an unexplored part of the ocean floor is what types of life forms are there,What types of life forms are there,0.21049882
1458,A creative research question for a remote island with nonverbal communication is how is language taught and expressed throughout the people,how is language taught and expressed throughout the people,0.57290316
1459,A creative hypothesis for why dogs like one friend and cats like another is they might have a cat too,they might have a cat too,0.4189781
1460,A creative research question for a new planet outside of our galaxy is if life exits here what does it live off of/ what are the organic components here ,if life exits here what does it live off of/ what are the organic components here ,0.6252062
1461,A creative experiment for testing bird's understanding of human speech is have a person with birdseed say something and one without,have a person with birdseed say something and one without,0.55189943
1462,A creative research question for a remote island with nonverbal communication is what kind of language are they communicating with?,what kind of language are they communicating with?,0.3248986
1463,A creative hypothesis for why stars disappear from the sky is clouds in the atmosphere are covering the,clouds in the atmosphere are covering the,0.334761
1464,A creative research question for an unexplored part of the ocean floor is what type of animals live here,What type of animals live here,0.21049882
1465,A creative hypothesis for why dogs like one friend and cats like another is is there an association between gender and animal preference,is there an association between gender and animal preference,0.5905268
1466,A creative research question for a new planet outside of our galaxy is is their other form of life on this planet?,is their other form of life on this planet?,0.3248986
1467,A creative experiment for testing bird's understanding of human speech is have humans say something that interest the birds and see if they have a reactio n,have humans say something that interest the birds and see if they have a reactio n,0.42225713
1468,A creative research question for a jungle containing no human life is what life forms are there?,What life forms are there?,0.41275284
1469,A creative hypothesis for why students sing in hallways at a new school is they'd be excited about school events,they'd be excited about school events,0.56272674
1470,A creative experiment for testing bird's understanding of human speech is prepare foods and ask them to come have some,prepare foods and ask them to come have some,0.55178124
1471,A creative hypothesis for why dogs like one friend and cats like another is this is because my friend who likes dogs is liked back by the dog and my friend who likes cats is liked back by the cat,this is because my friend who likes dogs is liked back by the dog and my friend who likes cats is liked back by the cat,0.4002797
1472,A creative research question for an unexplored part of the ocean floor is what are some features about the ocean floor that is different from the rest of the ocean,What are some features about the ocean floor that is different from the rest of the ocean,0.50882554
1473,A creative experiment for testing if animals have a sense of humor is determine different facial expression conveyed by animals,determine different facial expression conveyed by animals,0.70224214
1474,A creative experiment for testing friendliness at different schools is i would test this by gathering friend groups and adding a new person to their group and see how they all respond to the new person,I would test this by gathering friend groups and adding a new person to their group and see how they all respond to the new person,0.4424559
1475,A creative hypothesis for why stars disappear from the sky is theres clouds in the sky,theres clouds in the sky,0.42712927
1476,A creative research question for a robot that can learn and think like humans is are there more like you?,are there more like you?,0.44158688
1477,A creative hypothesis for why dogs like one friend and cats like another is your friends have dogs and cats at home respectively,your friends have dogs and cats at home respectively,0.4189781
1478,A creative experiment for testing if animals have a sense of humor is you could test this by telling the animals a series of funny jokes until the animals laugh,You could test this by telling the animals a series of funny jokes until the animals laugh,0.36201036
1479,A creative hypothesis for why stars disappear from the sky is the light pollution from humans are making the stars less visible,the light pollution from humans are making the stars less visible,0.55306005
1480,A creative experiment for testing bird's understanding of human speech is threaten to kill the bird if it doesnt listen to a command. if the bird suddenly listens to the command then it can understand us,Threaten to kill the bird if it doesnt listen to a command. If the bird suddenly listens to the command then it can understand us,0.6529012
1481,A creative experiment for testing mind-reading abilities is you can have your cousin read your mind at any point throughout a month so you won't be very conscious about it and then confront you about what they thought you were thinking,you can have your cousin read your mind at any point throughout a month so you won't be very conscious about it and then confront you about what they thought you were thinking,0.3712218
1482,A creative research question for a new planet outside of our galaxy is is there a water source on the planet?,Is there a water source on the planet?,0.45246762
1483,A creative hypothesis for why dogs like one friend and cats like another is the one person has a dog and the dog can smell it,the one person has a dog and the dog can smell it,0.3324469
1484,A creative experiment for testing bird's understanding of human speech is you decide to say something that would be important to a birds life and see how they react.,you decide to say something that would be important to a birds life and see how they react.,0.3712218
1485,A creative hypothesis for why stars disappear from the sky is a comet has entered earths atmosphere,a comet has entered earths atmosphere,0.43388668
1486,A creative hypothesis for why stars disappear from the sky is there is a plane flying by that i cannot see,there is a plane flying by that i cannot see,0.4189781
1487,A creative research question for a jungle containing no human life is are their any residents of human life before my arrival in this jungle?,are their any residents of human life before my arrival in this jungle?,0.5702556
1488,A creative research question for a jungle containing no human life is what potentially harmful material is present in the ecosystem,What potentially harmful material is present in the ecosystem,0.6920118
1489,A creative research question for a new planet outside of our galaxy is what is the body of the planet composed of,what is the body of the planet composed of,0.67881715
1490,A creative hypothesis for why water is warmer in one lake than another is the amount of people getting in the water,the amount of people getting in the water,0.4189781
1491,A creative hypothesis for why students sing in hallways at a new school is different environments foster different types of expression,Different environments foster different types of expression,0.39089257
1492,A creative experiment for testing friendliness at different schools is have a friend from a few neighboring schools count how many times they witness a student being friendly throughout a day and compare it to your own results,have a friend from a few neighboring schools count how many times they witness a student being friendly throughout a day and compare it to your own results,0.46179873
1493,A creative research question for a jungle containing no human life is could human life survive in this jungle,could human life survive in this jungle,0.43553546
1494,A creative research question for a jungle containing no human life is how many edible food sources are in the jungle/how many food sources are poisonous,How many edible food sources are in the jungle/how many food sources are poisonous,0.8217846
1495,A creative hypothesis for why there are massive holds in a field is maybe there is some type of archeological dig site,maybe there is some type of archeological dig site,0.5656477
1496,A creative research question for a new planet outside of our galaxy is what is the air level like on this planet?,what is the air level like on this planet?,0.4002797
1497,A creative hypothesis for why stars disappear from the sky is does the longitutde affect the stars,does the longitutde affect the stars,0.62057436
1498,A creative hypothesis for why dogs like one friend and cats like another is if my other friend is more timid and quiet the cat probably prefers that because that is typical of a cats behavior,if my other friend is more timid and quiet the cat probably prefers that because that is typical of a cats behavior,0.6298836
1499,A creative research question for a jungle containing no human life is what is the weather like there,What is the weather like there,0.44160655
1500,A creative hypothesis for why stars disappear from the sky is something out in space is moving between the light and you,something out in space is moving between the light and you,0.5340646
1501,A creative research question for a jungle containing no human life is how could i make myself visible to others?,How could I make myself visible to others?,0.40748125
1502,A creative hypothesis for why dogs like one friend and cats like another is one friend is high energy while the other is relaxed,One friend is high energy while the other is relaxed,0.44968757
1503,A creative research question for a jungle containing no human life is which plants are edible?,Which plants are edible?,0.56977713
1504,A creative experiment for testing if animals have a sense of humor is observe and watch their daily lives,observe and watch their daily lives,0.36201036
1505,A creative experiment for testing if animals have a sense of humor is observe multiple species separately  and see how they react and see if they found something the others did as funny. record if so,observe multiple species separately  and see how they react and see if they found something the others did as funny. record if so,0.35092863
1506,A creative hypothesis for why there are massive holds in a field is a set for the shia lebeauf movie ''holes'',a set for the shia lebeauf movie ''holes'',0.42264095
1507,A creative experiment for testing bird's understanding of human speech is you could raise a bird under the care of a human and see how well it responds to normal human conversation.,you could raise a bird under the care of a human and see how well it responds to normal human conversation.,0.6267761
1508,A creative research question for a jungle containing no human life is what types of kingdoms are located in this jungle?,What types of kingdoms are located in this jungle?,0.69952977
1509,A creative hypothesis for why water is warmer in one lake than another is the animals pee in the one lake more making it warmer,the animals pee in the one lake more making it warmer,0.5347935
1510,A creative experiment for testing mind-reading abilities is tell him to read your mind in the day when you aren't aware,tell him to read your mind in the day when you aren't aware,0.3712218
1511,A creative experiment for testing bird's understanding of human speech is measure the cognitive ability of a bird with an fmri when humans speak,measure the cognitive ability of a bird with an fmri when humans speak,0.7060765
1512,A creative research question for a jungle containing no human life is what unknown species of animals could be living in this jungle that the outside world is unaware of,What unknown species of animals could be living in this jungle that the outside world is unaware of,0.22916926
1513,A creative experiment for testing mind-reading abilities is think of something that you only know then ask them if they know ,think of something that you only know then ask them if they know ,0.33540028
1514,A creative research question for a robot that can learn and think like humans is can it do more or less than a human?,can it do more or less than a human?,0.5003067
1515,A creative research question for a jungle containing no human life is how many different types of trees do you seee?,how many different types of trees do you seee?,0.24629804
1516,A creative research question for a new planet outside of our galaxy is does this planet have phases like the moon?,does this planet have phases like the moon?,0.82982475
1517,A creative research question for a remote island with nonverbal communication is where is this island located,where is this island located,0.21006769
1518,A creative hypothesis for why students sing in hallways at a new school is your new school might have a lot of outside curriculars that a lot of students are involved in,Your new school might have a lot of outside curriculars that a lot of students are involved in,0.56272674
1519,"A creative hypothesis for why dogs like one friend and cats like another is the cats seem to like the other friend more because they have a warmer body temperature than the friend the dog seems to like, so the cat likes to cuddle with someone who has warmer body temperature.","the cats seem to like the other friend more because they have a warmer body temperature than the friend the dog seems to like, so the cat likes to cuddle with someone who has warmer body temperature.",0.85615927
1520,A creative research question for a remote island with nonverbal communication is how did they learn to do this without speaking,how did they learn to do this without speaking,0.4123834
1521,A creative hypothesis for why dogs like one friend and cats like another is one friend may be a cat person and the other may be a dog person,one friend may be a cat person and the other may be a dog person,0.4002797
1522,A creative experiment for testing bird's understanding of human speech is start a conversation with someone next to a bird and see if they look,start a conversation with someone next to a bird and see if they look,0.26757768
1523,"A creative hypothesis for why stars disappear from the sky is something is flying in the sky, the same color as the sky, and flying in front of my line of site of the stars","something is flying in the sky, the same color as the sky, and flying in front of my line of site of the stars",0.334761
1524,"A creative experiment for testing bird's understanding of human speech is saying something to a bird that is relevant to its life, like ''your nest is under attack'' and then check the birds response. ","saying something to a bird that is relevant to its life, like ''your nest is under attack'' and then check the birds response. ",0.6060079
1525,A creative research question for a jungle containing no human life is why has man never discovered this jungle before?,Why has man never discovered this jungle before?,0.41275284
1526,A creative research question for a jungle containing no human life is could this jungle foster human life,could this jungle foster human life,0.4123834
1527,A creative experiment for testing mind-reading abilities is have a game where he tries to randomly read people's minds,have a game where he tries to randomly read people's minds,0.4002797
1528,A creative hypothesis for why students sing in hallways at a new school is more people sing in the hallway at my new school because of its location compared to my old school,More people sing in the hallway at my new school because of its location compared to my old school,0.56272674
1529,A creative research question for a new planet outside of our galaxy is are there any signs of life on this planet,are there any signs of life on this planet,0.3248986
1530,A creative experiment for testing bird's understanding of human speech is humans can take something of importance from the birds and say if they want it back they have to do something,humans can take something of importance from the birds and say if they want it back they have to do something,0.6529012
1531,A creative hypothesis for why dogs like one friend and cats like another is they show fear to the other,they show fear to the other,0.30173633
1532,A creative experiment for testing if animals have a sense of humor is try to understand why they would think something is funny,try to understand why they would think something is funny,0.3712218
1533,A creative research question for a jungle containing no human life is why aren't there humans here?,Why aren't there humans here?,0.41275284
1534,A creative experiment for testing mind-reading abilities is do an experiment tha proves the validity of your cousin's mind reading ability,Do an experiment tha proves the validity of your cousin's mind reading ability,0.26798615
1535,"A creative research question for an unexplored part of the ocean floor is are there any species that are able to exist at the bottom of the ocean floor and if so, what are they","Are there any species that are able to exist at the bottom of the ocean floor and if so, what are they",0.34847894
1536,A creative experiment for testing mind-reading abilities is tell people to perform a certain task without knowing thier mind is being read,Tell people to perform a certain task without knowing thier mind is being read,0.41033193
1537,A creative research question for a new planet outside of our galaxy is how does this planet effect our galaxy,How does this planet effect our galaxy,0.5690741
1538,A creative research question for an unexplored part of the ocean floor is what has prevented us from finding this place before ,what has prevented us from finding this place before ,0.5857146
1539,"A creative hypothesis for why dogs like one friend and cats like another is one of your friends has a dog themselves, so the dog liked them better because they smelled like their dog","one of your friends has a dog themselves, so the dog liked them better because they smelled like their dog",0.4189781
1540,A creative research question for an unexplored part of the ocean floor is could we grow underwater plants on this area of the ocean floor?,could we grow underwater plants on this area of the ocean floor?,0.59177613
1541,A creative research question for an unexplored part of the ocean floor is how can this ocean floor contribute to the world scientifically,How can this ocean floor contribute to the world scientifically,0.6002115
1542,A creative research question for a remote island with nonverbal communication is how did they get there from the island,how did they get there from the island,0.41101667
1543,A creative hypothesis for why there are massive holds in a field is man made,man made,0.2105981
1544,A creative experiment for testing bird's understanding of human speech is observe if birds respond to human conversation spoken near them,observe if birds respond to human conversation spoken near them,0.26757768
1545,A creative experiment for testing mind-reading abilities is look at their facial reactions during the test,Look at their facial reactions during the test,0.40078914
1546,A creative research question for a remote island with nonverbal communication is who created the language,who created the language,0.3154023
1547,A creative hypothesis for why water is warmer in one lake than another is the springs that feed the warmer lake might be close to lava underneath the earth's surface.,the springs that feed the warmer lake might be close to lava underneath the earth's surface.,0.57049
1548,A creative experiment for testing friendliness at different schools is have several people from your school infiltrate other schools and see if they are friendlier,have several people from your school infiltrate other schools and see if they are friendlier,0.55178124
1549,"A creative hypothesis for why students sing in hallways at a new school is a greater percentage of students in the new school are extroverted and friends with each other, causing more singing to occur in hallways","a greater percentage of students in the new school are extroverted and friends with each other, causing more singing to occur in hallways",0.7633324
1550,A creative experiment for testing mind-reading abilities is i'd test her if she knows about my future dream,i'd test her if she knows about my future dream,0.61265457
